type	delta time	mode	trial	lickPos	result
entrance	19.78503	0x11	0	0	
entrance	19.78503	0x11	0	0	
entrance	19.80503	0x11	0	0	
entrance	19.82503	0x11	0	0	
entrance	19.84503	0x11	0	0	
entrance	19.86503	0x11	0	0	
entrance	19.88503	0x11	0	0	
entrance	19.90503	0x11	0	0	
entrance	19.92503	0x11	0	0	
entrance	19.94503	0x11	0	0	
entrance	19.96503	0x11	0	0	
entrance	19.98503	0x11	0	0	
entrance	19.98503	0x11	0	1	
entrance	20.00503	0x11	0	0	
entrance	20.02503	0x11	0	1	
entrance	20.02503	0x11	0	0	
entrance	20.04503	0x11	0	0	
entrance	20.06503	0x11	0	0	
entrance	20.08503	0x11	0	0	
entrance	20.10503	0x11	0	0	
entrance	20.12503	0x11	0	0	
entrance	20.14503	0x11	0	0	
entrance	20.16503	0x11	0	0	
entrance	20.18503	0x11	0	0	
entrance	20.20503	0x11	0	0	
entrance	20.22503	0x11	0	0	
entrance	20.24503	0x11	0	0	
entrance	20.26503	0x11	0	0	
entrance	20.28503	0x11	0	0	
entrance	20.30503	0x11	0	0	
entrance	20.32503	0x11	0	0	
entrance	20.34503	0x11	0	0	
entrance	20.36503	0x11	0	0	
entrance	20.36503	0x11	0	0	
entrance	20.40503	0x11	0	0	
entrance	20.42503	0x11	0	0	
entrance	20.44503	0x11	0	0	
entrance	20.46503	0x11	0	0	
entrance	20.48503	0x11	0	0	
entrance	20.50503	0x11	0	0	
entrance	20.52503	0x11	0	0	
entrance	20.54503	0x11	0	0	
entrance	20.56503	0x11	0	0	
entrance	20.58503	0x11	0	0	
entrance	20.60503	0x11	0	0	
entrance	20.62503	0x11	0	0	
entrance	20.64503	0x11	0	0	
entrance	20.66503	0x11	0	0	
entrance	20.68503	0x11	0	0	
entrance	20.70503	0x11	0	0	
entrance	20.72503	0x11	0	0	
entrance	20.74503	0x11	0	1	
entrance	20.74503	0x11	0	0	
entrance	20.76503	0x11	0	1	
entrance	20.76503	0x11	0	0	
entrance	20.78503	0x11	0	1	
entrance	20.78503	0x11	0	0	
entrance	20.80503	0x11	0	0	
entrance	20.82503	0x11	0	0	
entrance	20.84503	0x11	0	0	
entrance	20.86503	0x11	0	0	
entrance	20.88503	0x11	0	0	
entrance	20.90503	0x11	0	0	
entrance	20.92503	0x11	0	0	
entrance	20.94503	0x11	0	0	
entrance	20.96503	0x11	0	0	
entrance	20.98503	0x11	0	0	
entrance	21.00503	0x11	0	0	
entrance	21.02503	0x11	0	0	
entrance	21.04503	0x11	0	0	
entrance	21.06503	0x11	0	0	
entrance	21.08503	0x11	0	0	
entrance	21.10503	0x11	0	0	
entrance	21.12503	0x11	0	0	
entrance	21.14503	0x11	0	0	
entrance	21.16503	0x11	0	0	
entrance	21.18503	0x11	0	0	
entrance	21.20503	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.40467	0x11	0	0	
entrance	57.74467	0x11	0	0	
entrance	57.76468	0x11	0	0	
entrance	57.78468	0x11	0	0	
entrance	57.80468	0x11	0	0	
entrance	57.82468	0x11	0	0	
entrance	57.84468	0x11	0	0	
entrance	57.86468	0x11	0	0	
entrance	57.90467	0x11	0	0	
entrance	57.90467	0x11	0	0	
entrance	57.94468	0x11	0	0	
entrance	57.94468	0x11	0	0	
entrance	57.96468	0x11	0	0	
entrance	58.00468	0x11	0	0	
entrance	58.84468	0x11	0	0	
entrance	58.88467	0x11	0	0	
entrance	58.88467	0x11	0	0	
entrance	58.90467	0x11	0	0	
entrance	58.94468	0x11	0	0	
entrance	59.04467	0x11	0	0	
entrance	59.06467	0x11	0	0	
entrance	59.08467	0x11	0	0	
entrance	59.10468	0x11	0	0	
entrance	59.10468	0x11	0	0	
entrance	59.12468	0x11	0	0	
entrance	59.14468	0x11	0	0	
entrance	59.16468	0x11	0	0	
entrance	59.20467	0x11	0	0	
entrance	59.20467	0x11	0	0	
entrance	59.22467	0x11	0	0	
entrance	59.26468	0x11	0	0	
entrance	59.26468	0x11	0	0	
entrance	59.28468	0x11	0	0	
entrance	59.32468	0x11	0	0	
entrance	59.34468	0x11	0	0	
entrance	59.36468	0x11	0	0	
entrance	59.36468	0x11	0	0	
entrance	59.38467	0x11	0	0	
entrance	59.42467	0x11	0	0	
entrance	59.44468	0x11	0	0	
entrance	59.44468	0x11	0	0	
entrance	59.46468	0x11	0	0	
entrance	59.50468	0x11	0	0	
entrance	59.50468	0x11	0	0	
entrance	59.52468	0x11	0	0	
entrance	59.54467	0x11	0	0	
entrance	59.56467	0x11	0	0	
entrance	59.58467	0x11	0	0	
entrance	59.60468	0x11	0	0	
entrance	59.62468	0x11	0	0	
entrance	59.64468	0x11	0	0	
entrance	59.66468	0x11	0	0	
entrance	59.68468	0x11	0	0	
entrance	59.72467	0x11	0	0	
entrance	59.72467	0x11	0	0	
entrance	59.74467	0x11	0	0	
entrance	59.76468	0x11	0	0	
entrance	59.80468	0x11	0	0	
entrance	59.80468	0x11	0	0	
entrance	59.82468	0x11	0	0	
entrance	59.84468	0x11	0	0	
entrance	59.88467	0x11	0	0	
entrance	59.90467	0x11	0	0	
entrance	59.90467	0x11	0	0	
entrance	59.92467	0x11	0	0	
entrance	59.96468	0x11	0	0	
entrance	59.96468	0x11	0	0	
entrance	60.00468	0x11	0	0	
entrance	60.00468	0x11	0	0	
entrance	60.02468	0x11	0	0	
entrance	60.06467	0x11	0	0	
entrance	60.08467	0x11	0	0	
entrance	60.08467	0x11	0	0	
entrance	60.10468	0x11	0	0	
entrance	60.12468	0x11	0	0	
entrance	60.14468	0x11	0	0	
entrance	60.18468	0x11	0	0	
entrance	60.18468	0x11	0	0	
entrance	60.20467	0x11	0	0	
entrance	60.24467	0x11	0	0	
entrance	60.26468	0x11	0	0	
entrance	60.26468	0x11	0	0	
entrance	60.28468	0x11	0	0	
entrance	60.30468	0x11	0	0	
entrance	60.32468	0x11	0	0	
entrance	60.34468	0x11	0	0	
entrance	60.36468	0x11	0	0	
entrance	60.40467	0x11	0	0	
entrance	60.40467	0x11	0	0	
entrance	78.17776	0x11	0	0	
entrance	78.35776	0x11	0	0	
entrance	78.45776	0x11	0	0	
entrance	78.47776	0x11	0	0	
entrance	78.51776	0x11	0	0	
entrance	78.53776	0x11	0	0	
entrance	78.57776	0x11	0	0	
entrance	78.61776	0x11	0	0	
entrance	78.65776	0x11	0	0	
entrance	78.67776	0x11	0	0	
entrance	78.69776	0x11	0	0	
entrance	78.71776	0x11	0	0	
entrance	78.75776	0x11	0	0	
entrance	78.79776	0x11	0	0	
entrance	78.83776	0x11	0	0	
entrance	78.85776	0x11	0	0	
